WallSize_sqft,PricePerSqft_LKR,Location,Brand
636,947,Outdoor,INSEE Skim cement Coat
167,662,Indoor,Multilac Skim Coat
685,904,Outdoor,Tokyo plaster master
756,727,Indoor,NIPPOFLEX skim coat
534,903,Outdoor,INSEE Skim cement Coat
680,656,Indoor,NIPPON skim coat
152,906,Indoor,Swisstek Skim Coat
166,769,Indoor,Multilac Skim Coat
295,982,Outdoor,INSEE Skim cement Coat
342,946,Outdoor,INSEE Skim cement Coat
410,687,Indoor,ASIANPAINT Skim Coat
624,629,Indoor,NIPPON skim coat
233,920,Indoor,Swisstek Skim Coat
362,905,Outdoor,Tokyo plaster master
113,945,Indoor,INSEE Skim Coat
97,970,Indoor,SF Skim Coat
143,882,Outdoor,INSEE Skim cement Coat
517,901,Outdoor,INSEE Skim cement Coat
465,838,Indoor,Swisstek Skim Coat
90,797,Indoor,Multilac Skim Coat
232,958,Outdoor,INSEE Skim cement Coat
290,799,Indoor,Multilac Skim Coat
455,926,Indoor,Swisstek Skim Coat
334,925,Indoor,SF Skim Coat
553,863,Outdoor,INSEE Skim cement Coat
695,922,Indoor,SF Skim Coat
732,960,Outdoor,INSEE Skim cement Coat
419,973,Outdoor,INSEE Skim cement Coat
416,705,Indoor,NIPPOFLEX skim coat
92,896,Outdoor,Tokyo plaster master
540,606,Indoor,Multilac Skim Coat
433,799,Indoor,ASIANPAINT Skim Coat
342,979,Indoor,INSEE Skim Coat
92,831,Indoor,Multilac Skim Coat
486,938,Outdoor,Tokyo plaster master
348,913,Outdoor,INSEE Skim cement Coat
546,962,Outdoor,INSEE Skim cement Coat
205,985,Outdoor,Tokyo plaster master
403,939,Outdoor,Tokyo plaster master
484,977,Outdoor,INSEE Skim cement Coat
134,999,Outdoor,Tokyo plaster master
115,964,Outdoor,Tokyo plaster master
221,920,Indoor,SF Skim Coat
80,863,Indoor,ASIANPAINT Skim Coat
329,999,Outdoor,INSEE Skim cement Coat
136,909,Outdoor,Tokyo plaster master
368,945,Outdoor,Tokyo plaster master
153,682,Indoor,NIPPON skim coat
348,950,Outdoor,INSEE Skim cement Coat
437,923,Outdoor,INSEE Skim cement Coat
419,722,Indoor,Multilac Skim Coat
743,706,Indoor,ASIANPAINT Skim Coat
217,998,Indoor,Swisstek Skim Coat
227,849,Indoor,Multilac Skim Coat
716,886,Outdoor,Tokyo plaster master
675,620,Indoor,NIPPOFLEX skim coat
656,885,Outdoor,Tokyo plaster master
487,719,Indoor,Multilac Skim Coat
467,889,Indoor,Swisstek Skim Coat
129,929,Outdoor,INSEE Skim cement Coat
142,952,Outdoor,INSEE Skim cement Coat
452,982,Outdoor,Tokyo plaster master
709,922,Indoor,INSEE Skim Coat
712,896,Outdoor,Tokyo plaster master
251,871,Outdoor,INSEE Skim cement Coat
569,883,Outdoor,INSEE Skim cement Coat
621,864,Indoor,Swisstek Skim Coat
475,881,Outdoor,Tokyo plaster master
744,942,Indoor,INSEE Skim Coat
722,855,Indoor,INSEE Skim Coat
358,795,Indoor,NIPPOFLEX skim coat
777,878,Outdoor,Tokyo plaster master
656,927,Indoor,SF Skim Coat
320,959,Indoor,SF Skim Coat
241,972,Outdoor,INSEE Skim cement Coat
558,982,Outdoor,INSEE Skim cement Coat
252,839,Indoor,NIPPOFLEX skim coat
467,918,Outdoor,INSEE Skim cement Coat
290,985,Outdoor,INSEE Skim cement Coat
228,983,Outdoor,INSEE Skim cement Coat
633,884,Outdoor,INSEE Skim cement Coat
396,761,Indoor,NIPPON skim coat
727,852,Indoor,SF Skim Coat
454,806,Indoor,NIPPON skim coat
573,715,Indoor,NIPPOFLEX skim coat
752,937,Outdoor,INSEE Skim cement Coat
788,708,Indoor,NIPPOFLEX skim coat
468,939,Indoor,INSEE Skim Coat
354,853,Indoor,SF Skim Coat
101,994,Outdoor,INSEE Skim cement Coat
464,810,Indoor,NIPPON skim coat
213,864,Outdoor,Tokyo plaster master
329,949,Outdoor,Tokyo plaster master
116,1006,Outdoor,INSEE Skim cement Coat
673,956,Outdoor,INSEE Skim cement Coat
172,989,Indoor,INSEE Skim Coat
532,985,Outdoor,INSEE Skim cement Coat
110,980,Outdoor,INSEE Skim cement Coat
746,880,Indoor,Swisstek Skim Coat
123,865,Indoor,NIPPON skim coat
529,887,Outdoor,Tokyo plaster master
239,842,Indoor,INSEE Skim Coat
123,997,Outdoor,Tokyo plaster master
525,892,Outdoor,INSEE Skim cement Coat
174,915,Indoor,SF Skim Coat
395,977,Outdoor,INSEE Skim cement Coat
287,746,Indoor,NIPPON skim coat
706,710,Indoor,NIPPON skim coat
424,694,Indoor,NIPPOFLEX skim coat
624,909,Outdoor,INSEE Skim cement Coat
186,746,Indoor,NIPPOFLEX skim coat
778,615,Indoor,NIPPOFLEX skim coat
639,875,Indoor,SF Skim Coat
390,973,Outdoor,INSEE Skim cement Coat
504,849,Indoor,INSEE Skim Coat
285,879,Outdoor,INSEE Skim cement Coat
397,729,Indoor,Multilac Skim Coat
671,925,Outdoor,Tokyo plaster master
299,800,Indoor,ASIANPAINT Skim Coat
579,848,Indoor,Swisstek Skim Coat
617,651,Indoor,NIPPOFLEX skim coat
399,917,Outdoor,Tokyo plaster master
488,949,Indoor,SF Skim Coat
285,739,Indoor,Multilac Skim Coat
504,831,Indoor,Swisstek Skim Coat
568,914,Indoor,INSEE Skim Coat
370,703,Indoor,ASIANPAINT Skim Coat
678,980,Outdoor,Tokyo plaster master
346,967,Outdoor,INSEE Skim cement Coat
183,998,Indoor,Swisstek Skim Coat
489,754,Indoor,NIPPON skim coat
501,947,Outdoor,Tokyo plaster master
473,857,Indoor,Swisstek Skim Coat
620,682,Indoor,NIPPOFLEX skim coat
556,645,Indoor,NIPPON skim coat
363,886,Indoor,SF Skim Coat
403,839,Indoor,SF Skim Coat
104,891,Outdoor,INSEE Skim cement Coat
110,965,Outdoor,Tokyo plaster master
563,900,Indoor,INSEE Skim Coat
98,948,Outdoor,INSEE Skim cement Coat
662,954,Outdoor,INSEE Skim cement Coat
771,751,Indoor,NIPPOFLEX skim coat
623,987,Outdoor,INSEE Skim cement Coat
720,667,Indoor,ASIANPAINT Skim Coat
189,989,Outdoor,Tokyo plaster master
598,864,Indoor,INSEE Skim Coat
721,593,Indoor,NIPPON skim coat
582,864,Outdoor,Tokyo plaster master
499,940,Outdoor,Tokyo plaster master
333,959,Outdoor,INSEE Skim cement Coat
514,898,Outdoor,Tokyo plaster master
753,991,Outdoor,INSEE Skim cement Coat
236,882,Outdoor,Tokyo plaster master
445,931,Outdoor,INSEE Skim cement Coat
739,875,Outdoor,INSEE Skim cement Coat
768,846,Indoor,Swisstek Skim Coat
417,953,Outdoor,INSEE Skim cement Coat
378,949,Outdoor,INSEE Skim cement Coat
90,902,Indoor,Swisstek Skim Coat
232,908,Outdoor,Tokyo plaster master
719,670,Indoor,Multilac Skim Coat
188,725,Indoor,NIPPON skim coat
139,901,Indoor,Multilac Skim Coat
111,878,Indoor,Multilac Skim Coat
678,998,Outdoor,Tokyo plaster master
795,651,Indoor,NIPPOFLEX skim coat
542,947,Indoor,INSEE Skim Coat
552,978,Outdoor,Tokyo plaster master
780,731,Indoor,ASIANPAINT Skim Coat
383,984,Outdoor,Tokyo plaster master
393,997,Outdoor,Tokyo plaster master
519,821,Outdoor,Tokyo plaster master
283,914,Outdoor,Tokyo plaster master
758,949,Indoor,SF Skim Coat
175,925,Outdoor,Tokyo plaster master
200,938,Outdoor,INSEE Skim cement Coat
760,867,Indoor,SF Skim Coat
272,697,Indoor,ASIANPAINT Skim Coat
598,775,Indoor,NIPPON skim coat
548,754,Indoor,Multilac Skim Coat
475,893,Outdoor,Tokyo plaster master
161,959,Outdoor,INSEE Skim cement Coat
751,926,Indoor,Swisstek Skim Coat
464,915,Outdoor,Tokyo plaster master
372,950,Indoor,Swisstek Skim Coat
252,939,Outdoor,Tokyo plaster master
682,875,Outdoor,INSEE Skim cement Coat
626,925,Outdoor,INSEE Skim cement Coat
111,951,Outdoor,INSEE Skim cement Coat
172,937,Outdoor,INSEE Skim cement Coat
630,628,Indoor,NIPPOFLEX skim coat
400,671,Indoor,NIPPON skim coat
777,701,Indoor,Multilac Skim Coat
210,866,Indoor,Swisstek Skim Coat
729,929,Outdoor,Tokyo plaster master
740,760,Indoor,ASIANPAINT Skim Coat
634,707,Indoor,NIPPON skim coat
101,885,Indoor,NIPPON skim coat
651,886,Indoor,INSEE Skim Coat
625,922,Indoor,SF Skim Coat
271,980,Outdoor,Tokyo plaster master
456,794,Indoor,NIPPOFLEX skim coat
586,643,Indoor,Multilac Skim Coat
618,951,Indoor,SF Skim Coat
173,991,Indoor,SF Skim Coat
124,782,Indoor,NIPPON skim coat
577,980,Outdoor,INSEE Skim cement Coat
573,790,Indoor,NIPPON skim coat
785,875,Outdoor,Tokyo plaster master
582,965,Outdoor,Tokyo plaster master
684,910,Outdoor,Tokyo plaster master
304,941,Outdoor,INSEE Skim cement Coat
431,993,Outdoor,Tokyo plaster master
648,838,Outdoor,Tokyo plaster master
253,957,Outdoor,Tokyo plaster master
276,924,Outdoor,Tokyo plaster master
772,904,Outdoor,Tokyo plaster master
350,993,Outdoor,INSEE Skim cement Coat
175,837,Indoor,INSEE Skim Coat
573,873,Indoor,SF Skim Coat
333,668,Indoor,Multilac Skim Coat
483,936,Outdoor,INSEE Skim cement Coat
798,641,Indoor,Multilac Skim Coat
514,670,Indoor,NIPPON skim coat
732,986,Outdoor,Tokyo plaster master
227,739,Indoor,Multilac Skim Coat
734,885,Outdoor,Tokyo plaster master
124,909,Indoor,Multilac Skim Coat
156,948,Outdoor,Tokyo plaster master
293,951,Outdoor,Tokyo plaster master
448,802,Indoor,NIPPON skim coat
528,648,Indoor,ASIANPAINT Skim Coat
504,907,Outdoor,INSEE Skim cement Coat
532,922,Indoor,Swisstek Skim Coat
674,929,Indoor,SF Skim Coat
760,654,Indoor,ASIANPAINT Skim Coat
95,958,Indoor,SF Skim Coat
267,904,Outdoor,Tokyo plaster master
196,988,Outdoor,Tokyo plaster master
611,855,Outdoor,Tokyo plaster master
608,913,Outdoor,INSEE Skim cement Coat
110,949,Indoor,Swisstek Skim Coat
435,956,Outdoor,Tokyo plaster master
254,804,Indoor,Multilac Skim Coat
503,895,Indoor,SF Skim Coat
381,971,Outdoor,INSEE Skim cement Coat
386,759,Indoor,NIPPOFLEX skim coat
628,922,Outdoor,Tokyo plaster master
480,847,Indoor,Multilac Skim Coat
443,715,Indoor,NIPPON skim coat
514,904,Outdoor,Tokyo plaster master
407,755,Indoor,Multilac Skim Coat
421,760,Indoor,ASIANPAINT Skim Coat
225,830,Indoor,ASIANPAINT Skim Coat
444,866,Outdoor,INSEE Skim cement Coat
513,876,Outdoor,INSEE Skim cement Coat
761,869,Outdoor,INSEE Skim cement Coat
446,862,Indoor,INSEE Skim Coat
443,944,Indoor,SF Skim Coat
747,676,Indoor,NIPPOFLEX skim coat
559,905,Indoor,SF Skim Coat
554,887,Indoor,Swisstek Skim Coat
180,1000,Outdoor,Tokyo plaster master
667,901,Outdoor,INSEE Skim cement Coat
496,846,Indoor,Swisstek Skim Coat
519,935,Indoor,SF Skim Coat
552,998,Outdoor,INSEE Skim cement Coat
598,958,Outdoor,INSEE Skim cement Coat
582,847,Indoor,INSEE Skim Coat
632,933,Outdoor,Tokyo plaster master
555,926,Outdoor,INSEE Skim cement Coat
605,878,Outdoor,Tokyo plaster master
601,910,Outdoor,INSEE Skim cement Coat
679,974,Outdoor,INSEE Skim cement Coat
419,663,Indoor,ASIANPAINT Skim Coat
800,747,Indoor,ASIANPAINT Skim Coat
585,868,Outdoor,INSEE Skim cement Coat
401,909,Indoor,Swisstek Skim Coat
647,749,Indoor,ASIANPAINT Skim Coat
752,947,Outdoor,Tokyo plaster master
167,710,Indoor,ASIANPAINT Skim Coat
626,977,Outdoor,Tokyo plaster master
145,877,Outdoor,INSEE Skim cement Coat
389,966,Outdoor,Tokyo plaster master
263,922,Indoor,INSEE Skim Coat
165,877,Indoor,INSEE Skim Coat
230,995,Outdoor,Tokyo plaster master
184,797,Indoor,ASIANPAINT Skim Coat
399,910,Outdoor,INSEE Skim cement Coat
613,618,Indoor,NIPPON skim coat
366,989,Outdoor,INSEE Skim cement Coat
346,955,Outdoor,INSEE Skim cement Coat
382,852,Outdoor,INSEE Skim cement Coat
298,741,Indoor,NIPPON skim coat
368,980,Indoor,INSEE Skim Coat
231,731,Indoor,Multilac Skim Coat
99,715,Indoor,NIPPOFLEX skim coat
740,820,Outdoor,Tokyo plaster master
614,906,Outdoor,Tokyo plaster master
189,946,Indoor,INSEE Skim Coat
708,924,Outdoor,INSEE Skim cement Coat
401,929,Indoor,INSEE Skim Coat
509,947,Outdoor,Tokyo plaster master
219,826,Outdoor,Tokyo plaster master
176,742,Indoor,ASIANPAINT Skim Coat
597,928,Outdoor,Tokyo plaster master
461,752,Indoor,NIPPON skim coat
133,1010,Outdoor,Tokyo plaster master
140,891,Indoor,NIPPOFLEX skim coat
300,892,Indoor,INSEE Skim Coat
515,689,Indoor,Multilac Skim Coat
724,975,Indoor,Swisstek Skim Coat
236,686,Indoor,NIPPON skim coat
586,937,Indoor,Swisstek Skim Coat
518,876,Outdoor,Tokyo plaster master
775,927,Outdoor,Tokyo plaster master
249,980,Outdoor,INSEE Skim cement Coat
588,759,Indoor,NIPPON skim coat
764,627,Indoor,ASIANPAINT Skim Coat
317,932,Outdoor,Tokyo plaster master
342,917,Outdoor,INSEE Skim cement Coat
366,734,Indoor,NIPPON skim coat
500,996,Outdoor,INSEE Skim cement Coat
350,809,Indoor,NIPPOFLEX skim coat
712,833,Outdoor,INSEE Skim cement Coat
358,895,Indoor,INSEE Skim Coat
94,927,Outdoor,Tokyo plaster master
167,945,Outdoor,Tokyo plaster master
532,931,Outdoor,Tokyo plaster master
170,934,Indoor,INSEE Skim Coat
564,997,Indoor,SF Skim Coat
518,617,Indoor,Multilac Skim Coat
366,998,Outdoor,INSEE Skim cement Coat
401,956,Outdoor,INSEE Skim cement Coat
259,885,Outdoor,Tokyo plaster master
754,785,Indoor,NIPPOFLEX skim coat
