sheet,item,description,quantity,unit,rate,amount,labor_types,vehicles,nlp_entities,total_fuel_liters,estimated_hours,estimated_cost_lkr,labor_hours,employee_count,excavation_volume,site_area,wall_area,floor_area,concrete_volume,steel_quantity,brick_quantity,total_cement,total_sand,building_complexity,labour_roles,Excavators,Bulldozers,Cranes,Dump Trucks,Loaders,Graders,Compactors,Pavers,Rollers,Trenchers,Skid Steers,Backhoe Loaders,Telehandlers,Forklifts,Scrapers,Concrete Mixers,Pile Drivers,Asphalt Mills,Manlifts,Drilling Rigs,vehicles_needed,masons,welders,laborers,fuel_liters,estimated_hours2,estimated_cost
SYN,Item_196,Synthetic entry,34.525725,units,109115.616699,3767295.775355,"Unskilled,Semi-skilled",None,,690.178,134.03,13928161.605,301.873,89,222.686,1494.887,396.978,492.68,95.398,1180.219,2080,2851.711,1182.746,1,Welder_skilled;ConcreteWorker_skilled;Driver_unskilled;Labourer_unskilled,2,5,4,2,0,2,4,5,5,3,3,1,5,3,5,3,3,2,2,,55.525,9,5,21,690.178,134.03,13928161.605
SYN,Item_197,Synthetic entry,437.725997,bag,88848.566152,38891327.200905,"Skilled,Professional",None,,769.286,377.844,10733784.429,414.073,45,101.839,1928.143,982.54,1328.427,58.613,1627.021,3228,2166.377,1233.206,2,Tiler_skilled;Painter_skilled;ConcreteWorker_skilled,1,4,4,2,1,4,5,4,4,0,3,1,4,2,1,1,1,2,0,,49.697,7,5,22,769.286,377.844,10733784.429
SYN,Item_198,Synthetic entry,271.092057,units,152500.970072,41341801.671314,"Skilled,Semi-skilled","Crane,Trailer",,309.052,190.28,20705429.882,146.543,52,147.13,1724.319,627.707,1008.208,160.154,765.566,1486,3632.385,733.918,3,Tiler_skilled,5,5,1,0,2,5,0,5,0,1,2,5,1,4,2,3,4,2,1,,53.914,5,8,21,309.052,190.28,20705429.882
SYN,Item_199,Synthetic entry,418.173167,kg,80591.164445,33701062.468183,"Skilled,Unskilled",Trailer,,362.855,461.083,46949940.239,41.418,89,252.304,1154.693,139.429,292.494,99.064,411.051,4074,4293.614,4402.557,1,ConcreteWorker_skilled;Welder_skilled,5,5,0,2,0,0,1,4,1,2,1,1,4,0,3,0,5,5,5,,53.631,13,2,10,362.855,461.083,46949940.239
SYN,Item_0,Synthetic entry,364.074321,m3,19819.890996,7215913.356663,Unskilled,Excavator,,635.52,149.112,39587975.095,447.414,41,364.074,539.347,402.262,1400.557,167.005,1347.543,1071,5006.24,2270.44,4,Painter_skilled;Tiler_skilled,2,5,4,1,2,1,3,2,2,2,2,1,5,2,5,0,1,1,3,,53.169,11,9,7,635.52,149.112,39587975.095
SYN,Item_1,Synthetic entry,487.988883,bag,121797.488342,59435820.288218,"Skilled,Professional",Excavator,,24.964,322.084,34575518.99,126.988,80,418.184,1756.623,719.872,369.384,33.048,969.133,1401,4217.29,2249.588,1,Carpenter_skilled,2,5,5,5,0,2,5,5,3,4,1,2,2,3,2,0,2,0,1,,47.371,11,9,43,24.964,322.084,34575518.99
SYN,Item_2,Synthetic entry,107.986941,pieces,62966.803111,6799592.452506,"Skilled,Semi-skilled","Loader,Mixer",,736.429,264.421,49286922.981,411.867,54,91.184,1172.337,694.424,269.401,146.749,616.029,578,4097.24,2485.587,5,Painter_skilled,0,5,0,0,3,1,5,4,1,3,0,3,0,0,3,1,1,3,3,,32.271,2,10,35,736.429,264.421,49286922.981
SYN,Item_3,Synthetic entry,395.565861,units,109521.73789,43323060.546674,"Unskilled,Semi-skilled",Crane,,18.837,449.475,20532117.388,274.49,85,100.473,1939.918,668.207,1058.523,172.151,1634.544,4152,9298.405,3407.819,3,Welder_skilled;Painter_skilled;Driver_unskilled;Mason_skilled,5,0,0,2,1,3,5,1,3,3,2,1,1,4,4,2,1,4,5,,45.439,9,8,40,18.837,449.475,20532117.388
SYN,Item_4,Synthetic entry,393.361782,bag,79773.324229,31379776.974783,"Unskilled,Semi-skilled",Excavator,,731.667,310.241,5060237.6,289.965,89,352.239,458.507,501.469,627.301,62.936,1006.397,3706,4666.652,1221.574,4,Mason_skilled;ConcreteWorker_skilled;Labourer_unskilled;Tiler_skilled,5,3,2,3,5,0,1,3,3,0,5,2,3,4,1,0,1,3,5,,47.836,4,3,23,731.667,310.241,5060237.6
SYN,Item_5,Synthetic entry,256.988171,m3,45361.945328,11657483.362845,"Skilled,Semi-skilled",None,,879.586,90.026,39675299.436,71.983,95,256.988,1312.084,819.396,312.43,36.541,1477.077,1747,1502.418,4384.169,3,Painter_skilled,2,1,4,4,2,4,3,3,4,4,0,2,3,1,2,2,1,0,3,,38.606,2,3,40,879.586,90.026,39675299.436
SYN,Item_6,Synthetic entry,118.761501,m3,111841.138749,13282421.511381,"Unskilled,Semi-skilled",Trailer,,205.87,83.455,8843559.893,397.502,23,118.762,1963.173,829.48,970.032,156.484,1008.198,4955,9967.707,1816.3,1,Tiler_skilled;Welder_skilled;ConcreteWorker_skilled,3,3,3,5,1,3,4,3,4,1,5,1,5,4,0,5,4,3,3,,52.08,14,4,17,205.87,83.455,8843559.893
SYN,Item_7,Synthetic entry,490.439053,pieces,25731.06461,12619518.96001,"Unskilled,Semi-skilled","Crane,Trailer",,948.988,381.717,29624903.394,14.798,31,396.823,1744.143,947.515,743.342,181.298,231.685,3287,5096.945,3730.13,5,Welder_skilled,3,1,2,3,4,0,1,3,5,1,5,5,4,5,4,1,5,2,3,,54.923,9,9,50,948.988,381.717,29624903.394
SYN,Item_8,Synthetic entry,52.042185,units,170268.066734,8861122.228563,Semi-skilled,Large Truck,,250.592,244.169,4555741.854,421.623,55,273.705,800.242,435.299,1496.266,175.212,1194.98,4762,6675.711,811.757,3,Welder_skilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled,4,5,4,3,3,5,3,4,5,0,0,2,0,3,1,5,1,5,0,,62.733,14,1,34,250.592,244.169,4555741.854
SYN,Item_9,Synthetic entry,443.954026,pieces,14225.205529,6315337.265277,Unskilled,Excavator,,280.888,177.653,17529345.562,382.199,84,410.009,1693.672,949.504,876.365,69.256,1771.288,1307,3050.75,2340.192,2,Driver_unskilled;ConcreteWorker_skilled;Painter_skilled,1,4,2,1,2,0,4,5,1,3,3,0,2,5,4,1,1,1,5,,37.751,8,3,46,280.888,177.653,17529345.562
SYN,Item_10,Synthetic entry,37.190419,units,164012.227778,6099683.472187,"Skilled,Semi-skilled",Excavator,,880.348,140.717,16873138.26,49.804,71,230.403,919.588,455.988,538.273,162.637,640.816,2721,5551.163,4896.542,2,Labourer_unskilled;Carpenter_skilled,0,0,2,1,0,5,0,0,0,4,2,0,0,4,2,3,2,2,0,,36.184,17,6,6,880.348,140.717,16873138.26
SYN,Item_11,Synthetic entry,479.486962,kg,89720.592362,43019854.260496,"Skilled,Unskilled","Loader,Mixer",,745.347,78.353,13033544.168,324.915,52,440.254,1693.853,488.951,984.563,181.241,831.251,3234,9707.261,1014.278,4,Labourer_unskilled;Painter_skilled;Driver_unskilled,2,1,3,2,4,2,0,5,0,5,3,5,1,0,0,0,3,4,4,,54.66,7,7,35,745.347,78.353,13033544.168
SYN,Item_12,Synthetic entry,444.034103,pieces,129451.309955,57480796.298043,"Skilled,Unskilled",None,,302.437,311.473,35398532.052,324.227,35,303.263,1678.883,314.149,948.857,199.844,1813.024,2001,9935.463,2032.776,5,Labourer_unskilled,4,2,2,3,0,3,5,5,3,0,3,5,3,3,5,3,3,4,5,,78.32,14,7,29,302.437,311.473,35398532.052
SYN,Item_13,Synthetic entry,488.070708,bag,15876.552758,7748880.345196,"Skilled,Unskilled","Crane,Trailer",,971.085,70.742,13397945.074,401.211,61,473.913,1007.962,407.089,406.066,123.497,1913.205,1207,6785.959,1113.653,2,Painter_skilled,5,4,0,1,0,4,0,3,5,0,0,0,0,2,1,2,2,3,4,,44.766,7,5,41,971.085,70.742,13397945.074
SYN,Item_14,Synthetic entry,257.993298,units,122329.147237,31560100.137201,"Skilled,Unskilled",Large Truck,,621.766,257.13,8469022.422,211.162,48,361.348,1984.733,403.145,984.516,42.97,1497.477,4941,1801.305,2950.068,5,Tiler_skilled,4,0,4,5,3,2,0,3,2,1,2,0,1,5,0,2,5,5,5,,46.566,15,7,11,621.766,257.13,8469022.422
SYN,Item_15,Synthetic entry,488.168046,m3,16174.83638,7896038.269994,Skilled,Trailer,,916.895,62.334,26189912.047,204.724,77,488.168,370.111,569.936,1292.58,44.102,324.407,3792,7007.826,1292.057,2,Carpenter_skilled;Driver_unskilled;Labourer_unskilled,2,3,2,1,5,0,4,4,0,0,0,1,1,4,2,1,4,5,5,,41.33,20,10,28,916.895,62.334,26189912.047
SYN,Item_16,Synthetic entry,50.655557,pieces,58037.488488,2939921.306241,Semi-skilled,Excavator,,815.928,141.276,28830524.234,270.202,30,423.783,338.628,860.015,214.624,176.456,846.844,3117,5314.127,3409.025,1,Driver_unskilled;Carpenter_skilled;Labourer_unskilled,2,5,3,1,3,5,2,4,4,2,2,0,3,0,1,3,4,1,1,,53.422,18,7,21,815.928,141.276,28830524.234
SYN,Item_17,Synthetic entry,59.236839,pieces,125440.179992,7430679.746317,"Skilled,Professional","Crane,Trailer",,222.21,76.845,8314292.379,466.413,43,128.364,420.523,416.346,553.825,44.858,760.959,4169,5182.808,4573.921,2,Mason_skilled;Tiler_skilled;Labourer_unskilled,3,0,4,0,4,5,2,2,3,4,5,3,0,5,2,4,5,2,2,,54.214,14,1,12,222.21,76.845,8314292.379
SYN,Item_18,Synthetic entry,158.131442,bag,125472.688221,19841177.120003,"Skilled,Professional",Large Truck,,129.514,397.485,43966278.381,223.597,5,427.605,247.767,826.515,396.308,44.03,667.281,2171,5718.992,887.13,3,Carpenter_skilled;Labourer_unskilled,2,4,3,2,1,0,1,0,2,2,1,0,5,4,3,2,5,4,5,,41.859,3,10,15,129.514,397.485,43966278.381
SYN,Item_19,Synthetic entry,470.289451,m3,106094.59304,49895167.91485,"Skilled,Professional","Crane,Trailer",,345.875,375.014,23818775.513,114.938,75,470.289,1881.845,734.574,767.109,135.808,1210.808,618,1067.105,3655.505,5,Tiler_skilled;Welder_skilled;Carpenter_skilled;Mason_skilled,1,5,2,5,3,5,0,5,4,3,0,2,0,1,2,1,4,3,4,,55.21,16,8,37,345.875,375.014,23818775.513
SYN,Item_20,Synthetic entry,313.83926,kg,113235.57919,35537770.378661,"Skilled,Semi-skilled",None,,732.428,83.351,26071199.969,3.36,64,313.612,1519.744,912.281,1362.096,121.843,511.964,4194,4185.997,2240.177,4,Labourer_unskilled;Tiler_skilled;Carpenter_skilled;Welder_skilled,2,3,5,4,2,0,0,4,5,2,1,2,0,2,2,3,5,5,5,,55.55,17,1,14,732.428,83.351,26071199.969
SYN,Item_21,Synthetic entry,324.274423,pieces,130806.670821,42417257.705031,"Skilled,Professional",Large Truck,,682.718,466.862,38746561.901,251.794,48,102.35,1659.571,821.226,587.242,122.088,1061.378,4068,3442.167,2022.255,1,Driver_unskilled,4,2,4,1,3,3,1,1,3,2,3,1,2,2,1,5,5,0,3,,56.649,14,10,48,682.718,466.862,38746561.901
SYN,Item_22,Synthetic entry,171.161289,units,16594.689819,2840368.499975,"Skilled,Professional",None,,169.192,343.326,48651769.686,152.207,41,279.886,1440.329,453.341,1028.895,89.381,1763.959,3077,8939.44,3982.936,2,Labourer_unskilled;Welder_skilled;Painter_skilled;ConcreteWorker_skilled,4,2,1,2,1,2,2,5,1,2,0,1,5,4,4,0,5,0,3,,57.047,9,4,29,169.192,343.326,48651769.686
SYN,Item_23,Synthetic entry,171.088989,kg,145044.844012,24815575.721676,Semi-skilled,Excavator,,339.256,193.659,42962423.529,92.848,70,488.631,1608.519,716.564,569.687,174.061,820.793,1761,8082.211,1068.199,2,Welder_skilled;Labourer_unskilled;Driver_unskilled,5,0,5,5,2,5,4,5,4,1,0,2,2,0,2,0,4,4,2,,68.265,20,7,41,339.256,193.659,42962423.529
SYN,Item_24,Synthetic entry,342.203867,bag,113572.453702,38864932.841503,"Skilled,Unskilled",None,,760.022,171.524,15977793.38,281.745,98,229.277,657.531,294.875,371.064,146.054,502.046,887,3644.57,3202.213,3,Driver_unskilled;ConcreteWorker_skilled;Labourer_unskilled;Painter_skilled,5,2,5,1,3,0,3,2,0,4,4,3,5,2,4,5,2,2,4,,50.876,11,4,7,760.022,171.524,15977793.38
SYN,Item_25,Synthetic entry,283.120502,units,100712.438306,28513756.090839,Professional,"Crane,Trailer",,170.872,121.969,36026652.241,374.616,61,419.498,1979.238,367.102,534.156,196.551,1555.53,4025,3284.717,3175.945,5,Mason_skilled;Tiler_skilled,3,0,2,1,3,0,4,0,1,3,0,4,3,4,5,2,2,4,4,,42.506,5,9,28,170.872,121.969,36026652.241
SYN,Item_26,Synthetic entry,114.669414,kg,54374.92945,6235141.296323,Professional,Crane,,380.233,10.755,22206436.243,367.014,59,288.158,1665.878,686.902,801.163,155.078,377.592,2167,3191.073,4780.033,4,Carpenter_skilled;Driver_unskilled,5,0,2,0,0,4,1,4,3,1,5,1,2,1,3,4,5,2,5,,54.913,14,4,21,380.233,10.755,22206436.243
SYN,Item_27,Synthetic entry,381.721967,units,87783.437745,33508866.526043,"Skilled,Unskilled",None,,565.631,317.707,20488292.589,369.795,23,177.374,1584.58,270.067,1394.818,140.189,549.835,4822,1996.414,568.53,2,Carpenter_skilled;ConcreteWorker_skilled,5,1,0,3,3,5,4,4,5,0,2,3,0,1,1,3,5,1,2,,42.174,4,5,31,565.631,317.707,20488292.589
SYN,Item_28,Synthetic entry,10.016873,pieces,140580.758931,1408179.608455,Skilled,Large Truck,,270.649,258.198,18986484.627,220.477,87,100.22,1575.473,173.931,1018.933,64.981,1323.5,1176,1689.88,1159.387,4,ConcreteWorker_skilled;Tiler_skilled,2,2,2,3,0,0,5,0,5,1,5,1,0,5,1,2,4,2,0,,39.869,19,1,25,270.649,258.198,18986484.627
SYN,Item_29,Synthetic entry,255.383248,pieces,107556.57845,27468148.348328,"Skilled,Professional",Large Truck,,607.981,78.031,28930813.522,423.859,35,269.466,1229.181,948.888,1036.553,28.971,238.666,1420,9890.974,582.679,4,Painter_skilled,2,1,0,5,0,5,1,0,4,2,3,3,3,2,2,4,2,1,0,,48.24,5,10,37,607.981,78.031,28930813.522
SYN,Item_30,Synthetic entry,85.29262,m3,185531.664436,15824481.752707,Skilled,"Loader,Mixer",,66.312,92.22,1173915.848,320.501,23,85.293,830.971,472.013,245.013,160.352,1909.665,4716,7444.614,3768.778,5,Welder_skilled;Labourer_unskilled,1,4,4,3,4,4,2,2,3,3,1,0,0,1,3,0,1,5,0,,52.399,19,10,29,66.312,92.22,1173915.848
SYN,Item_31,Synthetic entry,86.935721,kg,170567.939556,14828446.804785,Unskilled,"Crane,Trailer",,14.31,424.509,35672082.944,493.644,52,451.897,1125.964,226.309,687.287,53.287,1428.589,3218,4159.618,4638.479,3,Carpenter_skilled;Labourer_unskilled,5,4,5,5,2,5,3,3,0,5,0,4,5,0,0,3,0,3,2,,63.61,16,6,17,14.31,424.509,35672082.944
SYN,Item_32,Synthetic entry,193.823037,m3,58517.361335,11342012.691176,Skilled,Crane,,617.401,481.646,38056548.682,383.546,73,193.823,278.76,775.491,360.044,124.875,793.904,3533,7509.513,4969.239,3,Driver_unskilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled,3,0,2,5,4,3,3,5,0,3,2,3,1,2,1,3,0,3,3,,50.541,4,6,45,617.401,481.646,38056548.682
SYN,Item_33,Synthetic entry,477.091361,units,65886.557403,31433907.343002,"Unskilled,Semi-skilled",Trailer,,68.253,201.095,13946583.556,31.286,8,51.337,271.23,327.815,1321.973,122.422,440.663,1537,5944.508,1025.401,4,ConcreteWorker_skilled,3,2,3,3,5,4,5,0,1,2,5,1,4,1,1,3,4,1,2,,53.128,8,5,27,68.253,201.095,13946583.556
SYN,Item_34,Synthetic entry,173.497235,kg,173176.652868,30045670.439153,Skilled,Trailer,,305.442,342.616,48782971.96,40.125,37,410.662,725.14,592.858,367.453,156.309,324.398,2133,3474.957,4492.657,2,Welder_skilled;Painter_skilled,3,2,0,0,4,5,0,1,3,2,0,2,4,4,4,4,3,5,0,,52.526,11,2,6,305.442,342.616,48782971.96
SYN,Item_35,Synthetic entry,460.936815,kg,64804.672515,29870859.346182,"Skilled,Semi-skilled",Excavator,,950.018,377.682,29618877.021,83.623,19,255.694,1371.174,483.626,624.111,59.273,1997.211,1143,6757.58,1202.881,4,Driver_unskilled,4,3,1,4,2,0,1,1,1,1,5,0,1,5,5,1,4,3,2,,51.926,12,3,30,950.018,377.682,29618877.021
SYN,Item_36,Synthetic entry,316.684648,pieces,163404.650997,51747744.382548,"Skilled,Unskilled",Trailer,,581.817,425.721,44785428.442,378.365,87,275.099,680.205,344.177,222.585,38.864,990.541,4238,5936.31,4680.456,5,Labourer_unskilled;Tiler_skilled;Carpenter_skilled,0,4,2,1,2,1,3,1,0,5,5,0,2,3,2,1,1,5,4,,38.039,14,1,22,581.817,425.721,44785428.442
SYN,Item_37,Synthetic entry,39.379773,bag,191487.224456,7540723.431477,"Skilled,Semi-skilled","Loader,Mixer",,437.509,358.653,24951119.327,357.082,95,94.106,1412.03,181.885,787.696,128.465,356.251,1030,3491.172,4845.525,2,Driver_unskilled;Welder_skilled,2,4,0,0,5,1,5,1,4,0,0,0,5,2,0,2,0,1,4,,45.66,6,9,17,437.509,358.653,24951119.327
SYN,Item_38,Synthetic entry,421.564142,units,48323.570558,20371484.56066,"Unskilled,Semi-skilled",Large Truck,,201.348,18.517,13522455.286,122.908,78,385.479,852.506,578.543,195.562,154.133,1160.267,526,4287.941,2058.053,3,Labourer_unskilled;Carpenter_skilled,1,3,0,3,5,2,1,5,3,0,4,5,3,5,1,1,4,0,3,,49.747,19,10,44,201.348,18.517,13522455.286
SYN,Item_39,Synthetic entry,436.050712,units,164405.94938,71689331.284185,"Skilled,Professional","Loader,Mixer",,379.955,321.139,2522390.613,495.739,92,430.609,602.076,864.194,977.142,173.273,962.921,855,9038.062,2862.8,4,Carpenter_skilled,1,0,5,0,1,5,3,1,0,3,4,2,5,5,3,1,0,3,1,,45.564,14,5,38,379.955,321.139,2522390.613
SYN,Item_40,Synthetic entry,29.937679,units,65520.137137,1961520.833643,"Skilled,Unskilled",Excavator,,727.741,7.774,25594629.569,481.852,61,165.793,407.614,388.882,959.802,128.501,1645.603,4667,1576.706,835.315,2,Tiler_skilled;Labourer_unskilled;ConcreteWorker_skilled;Mason_skilled,4,4,4,0,4,1,2,4,5,1,5,1,4,4,5,3,4,3,2,,63.228,2,4,18,727.741,7.774,25594629.569
SYN,Item_41,Synthetic entry,103.239824,bag,84121.805128,8684720.355977,"Unskilled,Semi-skilled",Excavator,,559.656,141.54,33153644.601,404.2,42,111.366,1697.685,527.015,301.892,60.807,679.865,2899,8015.778,3688.922,5,Labourer_unskilled;Mason_skilled,3,3,1,4,2,2,1,3,2,1,4,4,0,5,5,4,1,0,4,,51.801,20,1,11,559.656,141.54,33153644.601
SYN,Item_42,Synthetic entry,432.085435,pieces,65118.343924,28136687.960881,"Skilled,Professional",Large Truck,,111.732,331.377,9972508.849,320.761,61,379.573,1167.618,992.83,923.742,144.376,1446.67,690,1953.858,4633.379,3,Driver_unskilled;Painter_skilled,5,4,3,5,4,5,4,0,4,0,5,1,2,3,2,3,1,4,2,,57.48,14,1,31,111.732,331.377,9972508.849
SYN,Item_43,Synthetic entry,400.999429,m3,155950.415173,62536027.436686,"Unskilled,Semi-skilled",Excavator,,918.782,105.068,44291688.607,301.714,47,400.999,1920.009,488.367,445.05,93.549,1076.997,2831,8336.955,677.421,5,Mason_skilled;Carpenter_skilled;Driver_unskilled;Tiler_skilled,2,5,3,2,3,3,5,2,3,3,2,4,4,0,2,1,5,0,5,,47.63,3,3,17,918.782,105.068,44291688.607
SYN,Item_44,Synthetic entry,269.587906,kg,166804.332707,44968430.766207,"Skilled,Professional",Crane,,356.298,243.124,35069738.355,283.982,73,160.151,648.992,456.083,576.573,89.355,1838.918,3416,8908.529,4348.122,2,Painter_skilled;Mason_skilled;Labourer_unskilled;Carpenter_skilled,2,3,2,2,2,3,1,2,5,0,1,2,5,5,1,4,1,2,1,,51.748,15,10,33,356.298,243.124,35069738.355
SYN,Item_45,Synthetic entry,439.139871,bag,69832.037032,30666031.7339,Unskilled,Trailer,,886.986,118.739,9668547.762,494.584,4,409.032,1605.846,354.514,1352.723,38.109,764.295,4710,1820.429,4660.076,5,Labourer_unskilled;Mason_skilled,0,2,1,1,0,0,1,0,5,5,4,4,5,2,3,5,3,3,2,,45.254,16,8,49,886.986,118.739,9668547.762
SYN,Item_46,Synthetic entry,311.286358,m3,151186.530559,47062304.476367,Professional,Trailer,,642.825,420.42,22802711.675,478.604,82,311.286,1630.77,936.16,1124.048,40.784,1038.277,4728,2622.964,4914.283,2,Driver_unskilled;Labourer_unskilled,2,4,5,3,2,1,3,0,2,4,0,4,2,5,5,2,2,5,3,,51.393,3,6,42,642.825,420.42,22802711.675
SYN,Item_47,Synthetic entry,83.245992,pieces,154431.82688,12855830.624998,Professional,"Loader,Mixer",,568.519,93.997,27689376.997,228.445,88,215.458,1605.796,953.682,522.499,166.065,1192.651,2685,9590.556,1884.877,3,Painter_skilled;Welder_skilled;Labourer_unskilled;Tiler_skilled,3,4,3,4,0,0,4,5,5,5,5,4,4,3,3,1,4,5,2,,54.366,10,4,23,568.519,93.997,27689376.997
SYN,Item_48,Synthetic entry,263.714146,m3,143410.223548,37819304.63063,"Skilled,Professional","Loader,Mixer",,499.584,14.79,49844492.161,200.136,84,263.714,1364.483,589.951,628.709,67.264,1160.45,3437,2597.999,3824.652,3,Driver_unskilled;Painter_skilled;Carpenter_skilled;Labourer_unskilled,3,4,5,5,2,4,2,1,5,1,4,0,1,3,0,0,3,3,5,,64.051,2,9,34,499.584,14.79,49844492.161
SYN,Item_49,Synthetic entry,302.775407,pieces,13713.516325,4152115.486703,Unskilled,"Loader,Mixer",,30.893,4.349,4218556.027,277.075,49,477.513,1255.973,616.408,850.565,176.116,1449.311,2668,2421.727,1518.977,4,Carpenter_skilled;Labourer_unskilled,3,5,2,3,0,3,2,1,2,5,4,2,1,5,5,5,4,3,3,,54.149,11,2,15,30.893,4.349,4218556.027
SYN,Item_50,Synthetic entry,115.914447,bag,188674.115181,21870055.72442,Unskilled,Trailer,,497.229,377.648,19928670.082,63.803,37,126.506,611.724,807.261,1475.405,93.162,437.535,1430,6248.914,2683.697,1,ConcreteWorker_skilled;Mason_skilled;Welder_skilled;Painter_skilled,3,4,2,1,1,3,1,0,3,0,3,2,2,4,3,1,1,3,5,,39.628,4,10,21,497.229,377.648,19928670.082
SYN,Item_51,Synthetic entry,130.924367,bag,158445.157539,20744331.955009,"Skilled,Professional","Loader,Mixer",,21.277,370.103,26199160.285,225.017,37,334.994,1835.925,998.294,470.512,199.583,1442.677,792,3388.977,3917.509,5,Welder_skilled;Painter_skilled;Tiler_skilled;Driver_unskilled,0,5,0,0,2,2,1,2,3,3,1,2,2,4,0,0,0,4,5,,42.661,8,7,43,21.277,370.103,26199160.285
SYN,Item_52,Synthetic entry,258.813372,m3,144448.644111,37385240.663196,Skilled,Crane,,199.871,266.974,7542206.552,19.825,16,258.813,1507.59,660.38,1373.909,68.004,1539.707,2919,4365.1,1940.378,2,Tiler_skilled,2,3,1,4,0,1,0,5,0,5,1,2,0,1,1,4,1,3,0,,31.81,17,1,20,199.871,266.974,7542206.552
SYN,Item_53,Synthetic entry,150.399372,bag,34124.521594,5132306.617538,"Skilled,Unskilled",Trailer,,558.186,124.799,12244600.76,466.274,89,79.793,1790.698,550.747,392.848,47.306,827.203,1428,7588.923,2023.257,5,Labourer_unskilled;Tiler_skilled,3,2,1,4,0,0,4,5,3,0,1,0,2,4,2,0,5,0,4,,39.31,13,8,22,558.186,124.799,12244600.76
SYN,Item_54,Synthetic entry,225.057908,pieces,110000.550575,24756493.791258,Skilled,Crane,,408.798,153.924,21850322.976,96.085,4,348.125,1568.26,608.106,944.187,28.748,731.756,3068,7763.559,3100.329,3,Welder_skilled;Labourer_unskilled;Painter_skilled,2,3,0,1,1,2,0,2,2,0,4,2,5,1,1,4,4,2,5,,44.567,8,5,39,408.798,153.924,21850322.976
SYN,Item_55,Synthetic entry,444.660376,units,131706.040899,58564457.667621,"Skilled,Semi-skilled",Crane,,562.975,205.232,12116161.103,92.578,38,386.844,500.818,882.921,559.966,153.282,662.028,784,6006.605,4136.707,1,Carpenter_skilled;Mason_skilled;Painter_skilled,1,1,3,1,2,1,0,0,5,1,5,5,3,3,0,2,0,1,0,,34.924,8,4,11,562.975,205.232,12116161.103
SYN,Item_56,Synthetic entry,59.947029,bag,56855.159714,3408297.908175,"Skilled,Unskilled",Excavator,,230.365,159.061,9311901.475,65.539,64,203.068,544.847,610.221,665.948,45.916,1754.806,1008,9863.399,1381.722,1,Mason_skilled;Painter_skilled,0,1,1,2,5,0,0,0,0,5,3,3,3,4,4,4,3,3,3,,42.634,18,7,49,230.365,159.061,9311901.475
SYN,Item_57,Synthetic entry,246.712018,units,121751.598013,30037582.440512,"Unskilled,Semi-skilled",Trailer,,551.497,371.528,46640493.141,74.495,63,355.202,961.264,554.413,228.354,26.281,226.071,2287,6828.625,2181.587,2,ConcreteWorker_skilled;Welder_skilled,1,0,2,5,2,1,0,4,2,1,4,1,4,0,3,4,3,0,3,,34.325,8,10,50,551.497,371.528,46640493.141
SYN,Item_58,Synthetic entry,180.457665,kg,133852.462675,24154702.86883,Professional,Large Truck,,10.82,22.267,16817523.499,374.045,52,194.5,1605.454,665.027,562.883,173.121,341.095,992,7594.803,2073.294,5,ConcreteWorker_skilled;Tiler_skilled,3,2,5,2,0,4,0,1,3,1,1,1,1,4,2,3,1,2,1,,38.685,3,8,45,10.82,22.267,16817523.499
SYN,Item_59,Synthetic entry,433.229151,kg,95829.025087,41515927.179599,Professional,"Loader,Mixer",,181.525,50.465,43703967.19,353.001,37,228.156,1998.011,937.518,671.133,178.526,822.421,4656,7499.155,4532.782,4,Mason_skilled;Labourer_unskilled,0,3,5,4,3,4,3,5,5,3,1,3,5,5,1,3,4,1,5,,60.288,5,9,45,181.525,50.465,43703967.19
SYN,Item_60,Synthetic entry,404.260318,units,13997.286134,5658547.343668,Semi-skilled,None,,281.717,303.513,34013610.384,138.447,12,360.449,830.025,227.971,1038.131,196.88,1383.814,4687,6586.586,1312.457,3,ConcreteWorker_skilled,0,4,1,1,5,1,1,2,3,3,0,1,4,1,5,4,3,4,2,,49.547,19,9,32,281.717,303.513,34013610.384
SYN,Item_61,Synthetic entry,164.048519,m3,186993.686048,30676037.258525,Unskilled,None,,513.192,238.688,25731342.242,176.157,55,164.049,1940.682,280.524,252.299,78.838,262.301,2149,6538.108,4463.363,4,Painter_skilled,0,4,5,1,0,0,0,3,0,2,0,3,1,1,0,3,2,4,1,,30.009,5,5,21,513.192,238.688,25731342.242
SYN,Item_62,Synthetic entry,130.409191,units,126974.723275,16558670.939742,Professional,"Loader,Mixer",,950.153,84.37,17242995.813,35.408,66,77.236,1322.509,879.79,228.222,118.392,476.947,1787,9940.593,2250.616,1,Carpenter_skilled,4,5,3,0,1,0,1,4,4,0,0,1,1,5,4,4,0,4,5,,57.281,20,4,48,950.153,84.37,17242995.813
SYN,Item_63,Synthetic entry,452.800648,m3,72521.129289,32837614.335751,Professional,Excavator,,530.221,51.099,34603156.346,290.413,60,452.801,968.549,476.907,481.26,49.644,1284.167,1064,9398.02,682.524,3,Mason_skilled;Tiler_skilled;Carpenter_skilled;ConcreteWorker_skilled,1,1,3,3,3,5,4,1,3,5,2,0,5,5,4,3,4,1,5,,51.322,19,4,40,530.221,51.099,34603156.346
